sujeto_qid,entidad,relacion,valor,valor_es,valor_qid
Q45914,Pueblos mayenses,instancia de,civilización mesoamericana,civilización mesoamericana,Q116795925
Q826591,Nahuas,país,El Salvador,El Salvador,Q792
Q826591,Nahuas,país,México,México,Q96
Q45914,Pueblos mayenses,país,El Salvador,El Salvador,Q792
Q45914,Pueblos mayenses,país,Guatemala,Guatemala,Q774
Q45914,Pueblos mayenses,país,Honduras,Honduras,Q783
Q45914,Pueblos mayenses,país,Belice,Belice,Q242
Q45914,Pueblos mayenses,país,México,México,Q96
Q826591,Nahuas,instancia de,etnia,etnia,Q41710
Q45914,Pueblos mayenses,instancia de,etnia,etnia,Q41710
Q101406199,Inmigracion Italiana en El Salvador,instancia de,migración humana,migración humana,Q177626
Q101406199,Inmigracion Italiana en El Salvador,país,El Salvador,El Salvador,Q792
Q101406199,Inmigracion Italiana en El Salvador,instancia de,comunidad étnica,comunidad étnica,Q25380035
Q106411403,Territorio Indígena Ngobe-Bugle de Osa,país,Costa Rica,Costa Rica,Q800
Q106411403,Territorio Indígena Ngobe-Bugle de Osa,situado en la entidad territorial administrativa,Provincia de Puntarenas,Provincia de Puntarenas,Q502170
Q106411403,Territorio Indígena Ngobe-Bugle de Osa,instancia de,Reservas indígenas de Costa Rica,Reservas indígenas de Costa Rica,Q3557745
Q106411226,Matambú,país,Costa Rica,Costa Rica,Q800
Q106411226,Matambú,situado en la entidad territorial administrativa,Cantón de Hojancha,Cantón de Hojancha,Q2518200
Q106411226,Matambú,instancia de,Reservas indígenas de Costa Rica,Reservas indígenas de Costa Rica,Q3557745
Q106411358,Territorio Indígena Ngobe-Bugle de Coto Brus,país,Costa Rica,Costa Rica,Q800
Q106401098,Nairi Awari,instancia de,entidad territorial artificial,entidad territorial artificial,Q15642541
Q106411358,Territorio Indígena Ngobe-Bugle de Coto Brus,situado en la entidad territorial administrativa,Provincia de Puntarenas,Provincia de Puntarenas,Q502170
Q106411358,Territorio Indígena Ngobe-Bugle de Coto Brus,instancia de,Reservas indígenas de Costa Rica,Reservas indígenas de Costa Rica,Q3557745
Q61596209,Territorio Indígena Tayní,país,Costa Rica,Costa Rica,Q800
Q3894383,Movere,instancia de,pueblo indígena,pueblo indígena,Q103817
Q61596527,Territorio Indígena China Kichá,país,Costa Rica,Costa Rica,Q800
Q24694606,Salitre,país,Costa Rica,Costa Rica,Q800
Q61596209,Territorio Indígena Tayní,instancia de,entidad territorial artificial,entidad territorial artificial,Q15642541
Q61596209,Territorio Indígena Tayní,instancia de,Reservas indígenas de Costa Rica,Reservas indígenas de Costa Rica,Q3557745
Q21006656,Inmigración alemana en Costa Rica,país,Costa Rica,Costa Rica,Q800
Q21006656,Inmigración alemana en Costa Rica,instancia de,migración humana,migración humana,Q177626
Q61596209,Territorio Indígena Tayní,situado en la entidad territorial administrativa,Provincia de Limón,Provincia de Limón,Q642644
Q24694606,Salitre,situado en la entidad territorial administrativa,Cantón de Buenos Aires,Cantón de Buenos Aires,Q2669006
Q5738560,Cabécar,instancia de,etnia,etnia,Q41710
Q24694606,Salitre,situado en la entidad territorial administrativa,Provincia de Puntarenas,Provincia de Puntarenas,Q502170
Q61596527,Territorio Indígena China Kichá,instancia de,entidad territorial artificial,entidad territorial artificial,Q15642541
Q61596527,Territorio Indígena China Kichá,instancia de,Reservas indígenas de Costa Rica,Reservas indígenas de Costa Rica,Q3557745
Q24694606,Salitre,instancia de,Reservas indígenas de Costa Rica,Reservas indígenas de Costa Rica,Q3557745
Q3894383,Movere,país,Costa Rica,Costa Rica,Q800
Q3894383,Movere,país,Panamá,Panamá,Q804
Q17749788,Territorio Indígena Bajo Chirripó,instancia de,asentamiento,asentamiento,Q486972
Q913374,Bribri,instancia de,etnia,etnia,Q41710
Q21515164,Quitirrisí,situado en la entidad territorial administrativa,Cantón de Mora,Cantón de Mora,Q1935206
Q21515164,Quitirrisí,país,Costa Rica,Costa Rica,Q800
Q599856,guatusos,país,Costa Rica,Costa Rica,Q800
Q24690613,Térraba (territorio indígena),país,Costa Rica,Costa Rica,Q800
Q12628520,Burica,país,Costa Rica,Costa Rica,Q800
Q6158160,Japonés Costarricense,forma parte de,diáspora japonesa,diáspora japonesa,Q1373538
Q21006626,Territorio Indígena de Cabagra,instancia de,asentamiento,asentamiento,Q486972
Q12628520,Burica,país,Panamá,Panamá,Q804
Q17749788,Territorio Indígena Bajo Chirripó,situado en la entidad territorial administrativa,Matama,Matama,Q3851690
Q21006624,Territorio Indígena Boruca,instancia de,asentamiento,asentamiento,Q486972
Q21515164,Quitirrisí,instancia de,distrito de Costa Rica,distrito de Costa Rica,Q2292572
Q21006625,Territorio Indígena Bribri de Talamanca,instancia de,asentamiento,asentamiento,Q486972
Q61596565,Territorio Indígena Ngobe-Bugle de Altos de San Antonio,país,Costa Rica,Costa Rica,Q800
Q61596123,Territorio Indígena Ngobe-Bugle de Abrojos Montezuma,país,Costa Rica,Costa Rica,Q800
Q17749788,Territorio Indígena Bajo Chirripó,país,Costa Rica,Costa Rica,Q800
Q21006633,Territorio Indígena Curré,instancia de,asentamiento,asentamiento,Q486972
Q21515164,Quitirrisí,instancia de,Reservas indígenas de Costa Rica,Reservas indígenas de Costa Rica,Q3557745
Q24690613,Térraba (territorio indígena),instancia de,entidad territorial artificial,entidad territorial artificial,Q15642541
Q24690613,Térraba (territorio indígena),instancia de,Reservas indígenas de Costa Rica,Reservas indígenas de Costa Rica,Q3557745
Q17749788,Territorio Indígena Bajo Chirripó,situado en la entidad territorial administrativa,Cantón de Matina,Cantón de Matina,Q2669000
Q24694970,Zapatón (territorio indígena),instancia de,asentamiento,asentamiento,Q486972
Q21006656,Inmigración alemana en Costa Rica,instancia de,etnia,etnia,Q41710
Q61596565,Territorio Indígena Ngobe-Bugle de Altos de San Antonio,instancia de,entidad territorial artificial,entidad territorial artificial,Q15642541
Q61596565,Territorio Indígena Ngobe-Bugle de Altos de San Antonio,instancia de,Reservas indígenas de Costa Rica,Reservas indígenas de Costa Rica,Q3557745
Q21006626,Territorio Indígena de Cabagra,país,Costa Rica,Costa Rica,Q800
Q61596123,Territorio Indígena Ngobe-Bugle de Abrojos Montezuma,situado en la entidad territorial administrativa,Provincia de Puntarenas,Provincia de Puntarenas,Q502170
Q21006624,Territorio Indígena Boruca,país,Costa Rica,Costa Rica,Q800
Q106401008,Ujarrás,país,Costa Rica,Costa Rica,Q800
Q21006625,Territorio Indígena Bribri de Talamanca,país,Costa Rica,Costa Rica,Q800
Q61596123,Territorio Indígena Ngobe-Bugle de Abrojos Montezuma,instancia de,entidad territorial artificial,entidad territorial artificial,Q15642541
Q61596123,Territorio Indígena Ngobe-Bugle de Abrojos Montezuma,instancia de,Reservas indígenas de Costa Rica,Reservas indígenas de Costa Rica,Q3557745
Q17749788,Territorio Indígena Bajo Chirripó,instancia de,Reservas indígenas de Costa Rica,Reservas indígenas de Costa Rica,Q3557745
Q21006624,Territorio Indígena Boruca,situado en la entidad territorial administrativa,Cantón de Buenos Aires,Cantón de Buenos Aires,Q2669006
Q21006625,Territorio Indígena Bribri de Talamanca,situado en la entidad territorial administrativa,Cantón de Talamanca,Cantón de Talamanca,Q2669009
Q21006633,Territorio Indígena Curré,país,Costa Rica,Costa Rica,Q800
Q6158160,Japonés Costarricense,país,Costa Rica,Costa Rica,Q800
Q3565015,Botos,instancia de,tribu,tribu,Q133311
Q21006633,Territorio Indígena Curré,situado en la entidad territorial administrativa,Cantón de Buenos Aires,Cantón de Buenos Aires,Q2669006
Q21006626,Territorio Indígena de Cabagra,instancia de,Reservas indígenas de Costa Rica,Reservas indígenas de Costa Rica,Q3557745
Q24694970,Zapatón (territorio indígena),situado en la entidad territorial administrativa,Cantón de Puriscal,Cantón de Puriscal,Q196298
Q3565015,Botos,instancia de,pueblo indígena,pueblo indígena,Q103817
Q21006624,Territorio Indígena Boruca,instancia de,Reservas indígenas de Costa Rica,Reservas indígenas de Costa Rica,Q3557745
Q106401008,Ujarrás,instancia de,Reservas indígenas de Costa Rica,Reservas indígenas de Costa Rica,Q3557745
Q21006625,Territorio Indígena Bribri de Talamanca,instancia de,Reservas indígenas de Costa Rica,Reservas indígenas de Costa Rica,Q3557745
Q24694970,Zapatón (territorio indígena),país,Costa Rica,Costa Rica,Q800
Q21006646,Territorio Indígena Guatuso,país,Costa Rica,Costa Rica,Q800
Q61596153,Territorio Indígena Ngobe-Bugle de Conte Burica,país,Costa Rica,Costa Rica,Q800
Q599856,guatusos,instancia de,etnia,etnia,Q41710
Q12628520,Burica,instancia de,etnia,etnia,Q41710
Q21006633,Territorio Indígena Curré,instancia de,Reservas indígenas de Costa Rica,Reservas indígenas de Costa Rica,Q3557745
Q21006678,Territorio Indígena de Kéköldi,instancia de,asentamiento,asentamiento,Q486972
Q16114263,Talamanca,instancia de,pueblo indígena,pueblo indígena,Q103817
Q12642941,Suerre,instancia de,pueblo indígena,pueblo indígena,Q103817
Q21006646,Territorio Indígena Guatuso,situado en la entidad territorial administrativa,Provincia de Alajuela,Provincia de Alajuela,Q502188
Q24694970,Zapatón (territorio indígena),instancia de,Reservas indígenas de Costa Rica,Reservas indígenas de Costa Rica,Q3557745
Q21006646,Territorio Indígena Guatuso,instancia de,Reservas indígenas de Costa Rica,Reservas indígenas de Costa Rica,Q3557745
Q61596153,Territorio Indígena Ngobe-Bugle de Conte Burica,instancia de,entidad territorial artificial,entidad territorial artificial,Q15642541
Q61596153,Territorio Indígena Ngobe-Bugle de Conte Burica,instancia de,Reservas indígenas de Costa Rica,Reservas indígenas de Costa Rica,Q3557745
Q3565015,Botos,país,Costa Rica,Costa Rica,Q800
Q21006626,Territorio Indígena de Cabagra,situado en la entidad territorial administrativa,Costa Rica,Costa Rica,Q800
Q106401098,Nairi Awari,país,Costa Rica,Costa Rica,Q800
Q5738560,Cabécar,país,Costa Rica,Costa Rica,Q800
Q61596334,Territorio Indígena Telire,país,Costa Rica,Costa Rica,Q800
Q61596486,Territorio Indígena Alto Chirripó,país,Costa Rica,Costa Rica,Q800
Q21006678,Territorio Indígena de Kéköldi,país,Costa Rica,Costa Rica,Q800
Q16114263,Talamanca,país,Costa Rica,Costa Rica,Q800
Q12642941,Suerre,país,Costa Rica,Costa Rica,Q800
Q61596643,Territorio Indígena Cabecar Talamanca,país,Costa Rica,Costa Rica,Q800
Q21006678,Territorio Indígena de Kéköldi,situado en la entidad territorial administrativa,Cantón de Talamanca,Cantón de Talamanca,Q2669009
Q6158160,Japonés Costarricense,instancia de,etnia,etnia,Q41710
Q106401098,Nairi Awari,instancia de,Reservas indígenas de Costa Rica,Reservas indígenas de Costa Rica,Q3557745
Q61596334,Territorio Indígena Telire,instancia de,entidad territorial artificial,entidad territorial artificial,Q15642541
Q61596334,Territorio Indígena Telire,instancia de,Reservas indígenas de Costa Rica,Reservas indígenas de Costa Rica,Q3557745
Q913374,Bribri,país,Costa Rica,Costa Rica,Q800
Q61596486,Territorio Indígena Alto Chirripó,instancia de,entidad territorial artificial,entidad territorial artificial,Q15642541
Q61596486,Territorio Indígena Alto Chirripó,instancia de,Reservas indígenas de Costa Rica,Reservas indígenas de Costa Rica,Q3557745
Q21006678,Territorio Indígena de Kéköldi,instancia de,Reservas indígenas de Costa Rica,Reservas indígenas de Costa Rica,Q3557745
Q24694606,Salitre,instancia de,asentamiento,asentamiento,Q486972
Q17749788,Territorio Indígena Bajo Chirripó,situado en la entidad territorial administrativa,Chirripó,Chirripó,Q61679104
Q61596643,Territorio Indígena Cabecar Talamanca,instancia de,entidad territorial artificial,entidad territorial artificial,Q15642541
Q61596643,Territorio Indígena Cabecar Talamanca,instancia de,Reservas indígenas de Costa Rica,Reservas indígenas de Costa Rica,Q3557745
Q1283203,Ngäbe,subclase de,Indigenous peoples of Panama,Indigenous peoples of Panama,Q3558036
Q3894383,Movere,instancia de,pueblo indígena,pueblo indígena,Q103817
Q2500176,Indios cueva,país,Panamá,Panamá,Q804
Q1421851,Waunana,instancia de,etnia,etnia,Q41710
Q3894383,Movere,país,Costa Rica,Costa Rica,Q800
Q1283203,Ngäbe,país,Panamá,Panamá,Q804
Q3894383,Movere,país,Panamá,Panamá,Q804
Q12628520,Burica,país,Costa Rica,Costa Rica,Q800
Q1335017,Emberá,país,Colombia,Colombia,Q739
Q1335017,Emberá,país,Panamá,Panamá,Q804
Q1335017,Emberá,país,Perú,Perú,Q419
Q12628520,Burica,país,Panamá,Panamá,Q804
Q2500176,Indios cueva,instancia de,etnia,etnia,Q41710
Q1421851,Waunana,subclase de,Embera-Wounaan,Embera-Wounaan,Q3058858
Q1283203,Ngäbe,instancia de,etnia,etnia,Q41710
Q4938810,Bokota people,país,Panamá,Panamá,Q804
Q1335017,Emberá,instancia de,etnia,etnia,Q41710
Q12628520,Burica,instancia de,etnia,etnia,Q41710
Q1421851,Waunana,instancia de,pueblo,pueblo,Q2472587
Q1421851,Waunana,país,Colombia,Colombia,Q739
Q1421851,Waunana,país,Panamá,Panamá,Q804
Q1335017,Emberá,subclase de,Embera-Wounaan,Embera-Wounaan,Q3058858
Q4938810,Bokota people,instancia de,etnia,etnia,Q41710
Q863927,Garífuna,subclase de,diáspora africana,diáspora africana,Q385967
Q863927,Garífuna,instancia de,grupo étnico,grupo étnico,Q2531956
Q1440932,Pueblo Rama,país,Nicaragua,Nicaragua,Q811
Q863927,Garífuna,país,Guatemala,Guatemala,Q774
Q863927,Garífuna,país,Honduras,Honduras,Q783
Q863927,Garífuna,país,Nicaragua,Nicaragua,Q811
Q863927,Garífuna,país de origen,Estados Unidos,Estados Unidos,Q30
Q863927,Garífuna,país de origen,Guatemala,Guatemala,Q774
Q863927,Garífuna,país de origen,Honduras,Honduras,Q783
Q863927,Garífuna,país de origen,Nicaragua,Nicaragua,Q811
Q863927,Garífuna,país de origen,Belice,Belice,Q242
Q1440932,Pueblo Rama,instancia de,etnia,etnia,Q41710
Q16116541,Kukalaya,instancia de,tribu,tribu,Q133311
Q16116541,Kukalaya,país,Nicaragua,Nicaragua,Q811
Q863927,Garífuna,subclase de,punto,punto,Q172008
Q863927,Garífuna,subclase de,pueblo indígena,pueblo indígena,Q103817
Q1440932,Pueblo Rama,subclase de,indigenous peoples of Central America,indigenous peoples of Central America,Q13109203
Q863927,Garífuna,país,Honduras británica,Honduras británica,Q1643555
Q1440932,Pueblo Rama,forma parte de,indigenous peoples of Central America,indigenous peoples of Central America,Q13109203
Q1402468,Lipán,situado en la entidad territorial administrativa,Tamaulipas,Tamaulipas,Q80007
Q50001,italianos,nombre en la lengua nativa,italiani,italiani,
Q1131790,Pueblo cora,instancia de,etnia,etnia,Q41710
Q165320,Cucapá,país,Estados Unidos,Estados Unidos,Q30
Q45914,Pueblos mayenses,instancia de,civilización mesoamericana,civilización mesoamericana,Q116795925
Q165320,Cucapá,país,México,México,Q96
Q187897,cultura tolteca,instancia de,pueblo indígena,pueblo indígena,Q103817
Q1402468,Lipán,país,Estados Unidos,Estados Unidos,Q30
Q826591,Nahuas,país,El Salvador,El Salvador,Q792
Q1402468,Lipán,país,México,México,Q96
Q826591,Nahuas,país,México,México,Q96
Q50001,italianos,subclase de,pueblos latinos,pueblos latinos,Q3157225
Q1130354,Pueblo huasteco,instancia de,etnia,etnia,Q41710
Q50001,italianos,instancia de,pueblo,pueblo,Q2472587
Q50001,italianos,forma parte de,pueblos latinos,pueblos latinos,Q3157225
Q338230,Acaxees,país,México,México,Q96
Q1130354,Pueblo huasteco,forma parte de,Pueblos mayenses,Pueblos mayenses,Q45914
Q147401,Pueblo zapoteco,país,México,México,Q96
Q187897,cultura tolteca,país,Guatemala,Guatemala,Q774
Q165320,Cucapá,instancia de,tribu nativa de Estados Unidos,tribu nativa de Estados Unidos,Q7840353
Q187897,cultura tolteca,país,México,México,Q96
Q45914,Pueblos mayenses,país,El Salvador,El Salvador,Q792
Q45914,Pueblos mayenses,país,Guatemala,Guatemala,Q774
Q45914,Pueblos mayenses,país,Honduras,Honduras,Q783
Q45914,Pueblos mayenses,país,Belice,Belice,Q242
Q50001,italianos,país,Mónaco,Mónaco,Q235
Q50001,italianos,país,Rumania,Rumania,Q218
Q50001,italianos,país,Suiza,Suiza,Q39
Q50001,italianos,país,Estados Unidos,Estados Unidos,Q30
Q50001,italianos,país,España,España,Q29
Q50001,italianos,país,Argentina,Argentina,Q414
Q50001,italianos,país,Chile,Chile,Q298
Q50001,italianos,país,Ecuador,Ecuador,Q736
Q50001,italianos,país,Paraguay,Paraguay,Q733
Q50001,italianos,país,Venezuela,Venezuela,Q717
Q50001,italianos,país,Australia,Australia,Q408
Q50001,italianos,país,Perú,Perú,Q419
Q50001,italianos,país,Sudáfrica,Sudáfrica,Q258
Q50001,italianos,país,Alemania,Alemania,Q183
Q50001,italianos,país,Italia,Italia,Q38
Q50001,italianos,país,Francia,Francia,Q142
Q50001,italianos,país,Reino Unido,Reino Unido,Q145
Q50001,italianos,país,Rusia,Rusia,Q159
Q50001,italianos,país,Uruguay,Uruguay,Q77
Q50001,italianos,país,Brasil,Brasil,Q155
Q50001,italianos,país,Canadá,Canadá,Q16
Q50001,italianos,país,Bélgica,Bélgica,Q31
Q50001,italianos,país,Luxemburgo,Luxemburgo,Q32
Q50001,italianos,país,Croacia,Croacia,Q224
Q1783866,Kopane,país,Estados Unidos,Estados Unidos,Q30
Q165320,Cucapá,situado en la entidad territorial administrativa,Arizona,Arizona,Q816
Q45914,Pueblos mayenses,país,México,México,Q96
Q50001,italianos,país,México,México,Q96
Q1429504,kikapú,subclase de,indígenas en América del Norte,indígenas en América del Norte,Q15571255
Q623215,cultura mixteca,instancia de,civilización mesoamericana,civilización mesoamericana,Q116795925
Q165320,Cucapá,situado en la entidad territorial administrativa,Sonora,Sonora,Q46422
Q165320,Cucapá,instancia de,etnia,etnia,Q41710
Q1402468,Lipán,situado en la entidad territorial administrativa,Arizona,Arizona,Q816
Q50001,italianos,subclase de,habitante,habitante,Q22947
Q50001,italianos,nativo de,Italia,Italia,Q38
Q1402468,Lipán,situado en la entidad territorial administrativa,Texas,Texas,Q1439
Q1402468,Lipán,situado en la entidad territorial administrativa,Chihuahua,Chihuahua,Q655
Q1402468,Lipán,situado en la entidad territorial administrativa,Colorado,Colorado,Q1261
Q1402468,Lipán,instancia de,etnia,etnia,Q41710
Q826591,Nahuas,instancia de,etnia,etnia,Q41710
Q1258619,Guamare,país,México,México,Q96
Q1402468,Lipán,situado en la entidad territorial administrativa,Oklahoma,Oklahoma,Q1649
Q338230,Acaxees,instancia de,etnia,etnia,Q41710
Q1550826,Ópata,país,México,México,Q96
Q165320,Cucapá,situado en la entidad territorial administrativa,Baja California,Baja California,Q58731
Q1402468,Lipán,situado en la entidad territorial administrativa,Nuevo León,Nuevo León,Q15282
Q1258619,Guamare,instancia de,pueblos indígenas de México,pueblos indígenas de México,Q3314452
